1478217549.936564	-0.092000	-0.501000	0.005000	0.322571	0.010541	0.097259	-1.783000	-19.874000	156.824000	
1478217549.957072	-0.063000	-0.695000	0.194000	0.308090	0.002415	0.086383	-1.458000	-19.863000	156.934000	
1478217549.977672	-0.279000	-0.604000	0.117000	0.262698	0.001199	0.068264	-1.168000	-19.864000	157.027000	
1478217549.998803	-0.103000	-0.684000	0.400000	0.187019	0.022459	0.052324	-0.941000	-19.844000	157.096000	
1478217550.019400	0.098000	-0.818000	0.757000	0.090596	0.015854	0.034387	-0.812000	-19.820000	157.147000	
1478217550.039794	-0.250000	-0.815000	0.532000	-0.005195	0.009349	-0.004190	-0.782000	-19.809000	157.159000	
1478217550.060237	-0.450000	-0.559000	0.381000	-0.076159	0.020784	-0.030757	-0.831000	-19.791000	157.131000	
1478217550.080658	-0.358000	-0.411000	0.389000	-0.111887	0.018631	-0.043789	-0.931000	-19.770000	157.085000	
1478217550.095973	-0.391000	-0.267000	0.218000	-0.127274	0.010415	-0.070258	-1.043000	-19.758000	157.009000	
1478217550.116343	-0.297000	0.102000	0.071000	-0.142131	0.028445	-0.078207	-1.170000	-19.736000	156.915000	
1478217550.136752	-0.169000	0.387000	0.187000	-0.133437	0.025531	-0.075949	-1.297000	-19.707000	156.822000	
1478217550.157217	-0.008000	0.439000	0.223000	-0.127519	0.020828	-0.064739	-1.414000	-19.682000	156.734000	
1478217550.177606	0.459000	0.905000	0.319000	-0.093395	0.003572	-0.037580	-1.520000	-19.670000	156.674000	
1478217550.198014	0.040000	0.546000	-0.430000	-0.027267	0.012967	-0.046048	-1.560000	-19.664000	156.627000	
1478217550.218422	0.266000	0.332000	-0.437000	0.005212	0.002267	-0.048986	-1.542000	-19.658000	156.565000	
1478217550.238794	0.133000	0.254000	-0.561000	0.008337	0.020225	-0.042717	-1.515000	-19.646000	156.509000	
1478217550.259170	0.162000	0.391000	-0.161000	0.022553	0.019620	-0.032440	-1.484000	-19.622000	156.465000	
1478217550.279562	0.085000	0.253000	0.139000	0.062709	0.003314	-0.017196	-1.423000	-19.611000	156.438000	
1478217550.299968	-0.053000	0.228000	0.175000	0.123673	-0.011634	0.003150	-1.307000	-19.620000	156.432000	
1478217550.320321	-0.079000	0.091000	0.144000	0.187168	-0.002726	0.024575	-1.129000	-19.627000	156.454000	
1478217550.340730	-0.122000	0.213000	0.275000	0.246964	0.003256	0.048804	-0.886000	-19.625000	156.502000	
1478217550.356053	-0.117000	0.018000	0.586000	0.284464	0.000449	0.086245	-0.603000	-19.621000	156.591000	
1478217550.376462	-0.292000	-0.351000	0.537000	0.274276	-0.002555	0.091468	-0.319000	-19.625000	156.703000	
1478217550.396868	-0.274000	-0.575000	0.554000	0.219285	-0.002577	0.064538	-0.071000	-19.627000	156.795000	
1478217550.417249	-0.156000	-0.677000	0.560000	0.124673	0.007076	0.021509	0.100000	-19.624000	156.841000	
1478217550.437720	-0.288000	-0.508000	0.488000	0.010344	0.027649	-0.004425	0.159000	-19.605000	156.845000	
1478217550.458178	-0.155000	-0.510000	0.656000	-0.076608	0.029761	-0.028103	0.114000	-19.570000	156.822000	
1478217550.478601	-0.170000	-0.487000	0.348000	-0.126389	0.011104	-0.074239	0.010000	-19.551000	156.756000	
1478217550.499058	0.013000	-0.100000	0.072000	-0.155490	0.001268	-0.109720	-0.113000	-19.549000	156.633000	
1478217550.519526	0.085000	0.261000	-0.269000	-0.160328	0.034820	-0.100414	-0.253000	-19.524000	156.505000	
