1478217549.374448	209927	0	-1	0	-6
1478217549.397868	209929	0	1	-10	-4
1478217549.420880	209929	0	1	4	-2
1478217549.448600	209929	0	1	1	1
1478217549.472143	209929	0	4	-6	-2
1478217549.494756	209931	0	4	1	-3
1478217549.517778	209930	0	-1	0	-1
1478217549.540766	209930	0	-1	1	-1
1478217549.564058	209930	0	3	1	-4
1478217549.586711	209931	0	-1	1	-2
1478217549.609748	209930	0	-1	3	-2
1478217549.633050	209930	0	0	2	-2
1478217549.655978	209930	0	0	-8	-2
1478217549.678648	209930	0	0	-2	-2
1478217549.701610	209930	0	0	2	-2
1478217549.724589	209930	0	-7	1	6
1478217549.747593	209927	-117	-9	11	9
1478217549.769590	209927	0	-2	13	15
1478217549.792525	209927	0	-1	20	19
1478217549.815884	209929	117	18	4	6
1478217549.838538	209934	0	10	4	1
1478217549.861578	209934	0	1	-9	-5
1478217549.884803	209933	0	-6	-11	-5
1478217549.907436	209931	0	-3	-12	-6
1478217549.932171	209931	0	-5	-17	-6
1478217549.960125	209930	0	-2	-8	-6
1478217549.984897	209930	0	-1	-1	-6
1478217550.008360	209930	0	-1	-11	-6
1478217550.031395	209929	0	-3	2	-4
1478217550.052317	209929	0	-2	-2	-2
1478217550.075282	209929	0	-1	-1	-1
1478217550.098297	209929	0	0	1	1
1478217550.121243	209929	0	0	4	6
1478217550.144338	209926	0	-12	14	16
1478217550.167257	209925	0	-3	14	14
1478217550.190193	209930	0	7	15	15
1478217550.213208	209930	0	4	16	15
1478217550.236241	209930	0	2	15	15
1478217550.259201	209930	0	1	15	15
1478217550.280168	209930	0	0	15	15
1478217550.303105	209930	0	0	16	15
1478217550.326139	209930	0	0	14	15
1478217550.349102	209930	0	0	15	15
1478217550.372555	209930	0	0	16	15
1478217550.395041	209930	0	0	15	15
1478217550.418360	209930	0	0	14	15
1478217550.444041	209930	0	0	16	15
1478217550.471022	209931	117	9	4	4
1478217550.499392	209933	0	3	2	0
1478217550.523899	209932	-117	-15	9	10
1478217550.550871	209927	0	-5	12	12
1478217550.573871	209928	117	1	12	12
1478217550.597229	209930	0	3	14	11
1478217550.618863	209931	0	4	9	8
1478217550.642858	209931	0	2	7	7
1478217550.666274	209932	0	3	3	2
1478217550.689157	209932	0	2	-3	-2
1478217550.712801	209932	0	1	0	-5
1478217550.735754	209931	0	-2	1	-5
1478217550.759053	209931	0	-8	-3	-2
1478217550.783126	209929	0	-4	1	0
1478217550.805730	209930	0	1	-3	-2
1478217550.829045	209930	-117	1	1	-1
1478217550.852044	209929	0	-2	2	2
1478217550.875596	209929	0	-1	7	0
1478217550.898994	209930	0	2	0	2
1478217550.922911	209930	0	1	2	2
1478217550.946615	209931	0	6	1	-6
1478217550.969939	209932	0	3	-4	-4
1478217550.992220	209931	0	-4	-9	-4
1478217551.015577	209930	0	-2	-9	-4
1478217551.040977	209930	0	-1	-12	-4
1478217551.063577	209930	0	0	-5	-4
1478217551.087028	209930	0	0	-9	-4
1478217551.110469	209930	0	0	-10	-4
1478217551.137595	209930	0	0	-8	-4
1478217551.161401	209930	0	0	-11	-7
1478217551.184396	209930	-117	-1	-9	-5
1478217551.207897	209930	0	0	1	-5
1478217551.230706	209930	0	0	-10	-5
1478217551.256329	209930	0	0	2	-5
1478217551.279267	209930	0	0	-12	-5
1478217551.300300	209930	0	0	1	-5
1478217551.323667	209930	0	0	0	-5
1478217551.346426	209930	0	0	-8	-5
1478217551.369597	209930	0	0	0	-5
1478217551.392246	209930	0	0	-13	-5
1478217551.415589	209930	0	0	-9	-5
1478217551.440900	209930	0	0	-4	-5
1478217551.464528	209930	0	0	-10	-5
1478217551.487205	209930	0	0	-8	-5
1478217551.510153	209930	0	0	-10	-5
1478217551.533126	209930	0	0	2	-5
1478217551.556422	209930	0	0	0	-5
1478217551.579079	209930	0	0	1	-5
1478217551.602143	209930	0	0	-6	-5
1478217551.625485	209930	0	0	-1	-5
1478217551.648044	209930	0	0	-8	-5
1478217551.669988	209930	0	0	-7	-5
1478217551.693027	209930	0	0	-12	-5
1478217551.714987	209930	0	0	-12	-5
1478217551.743403	209930	0	0	-8	-5
1478217551.766943	209929	0	-3	3	-2
1478217551.788235	209929	0	2	-6	-3
1478217551.810972	209930	0	1	0	-3
1478217551.833893	209930	0	-3	-6	-1
1478217551.856851	209929	0	-1	1	1
1478217551.879835	209929	0	3	2	0
1478217551.902819	209930	0	1	1	2
1478217551.926783	209930	0	1	2	2
1478217551.949772	209930	0	1	1	1
1478217551.973049	209930	0	0	2	1
1478217551.996092	209930	0	0	1	1
1478217552.018770	209930	0	0	2	1
1478217552.042820	209930	0	0	1	1
1478217552.065670	209930	0	0	0	1
1478217552.088632	209930	0	0	2	1
1478217552.111596	209930	0	0	2	1
1478217552.134599	209930	0	0	1	1
1478217552.157613	209930	0	0	1	1
1478217552.180609	209930	0	0	2	1
1478217552.203787	209930	0	0	3	1
1478217552.226713	209930	0	0	1	1
1478217552.249899	209930	0	0	1	1
1478217552.272501	209930	0	0	2	1
1478217552.296875	209930	0	0	1	1
1478217552.319616	209930	0	0	2	1
1478217552.342424	209930	0	0	2	1
1478217552.369735	209930	0	0	0	1
1478217552.400385	209930	0	0	1	1
1478217552.462748	209931	117	36	11	10
1478217552.488382	209982	352	175	59	57
1478217552.517687	210110	586	460	38	40
1478217552.540601	210297	938	731	20	19
1478217552.563818	210495	1055	910	34	36
1478217552.588271	210745	1289	1126	40	50
1478217552.611576	211048	1758	1399	33	24
1478217552.634215	211404	1523	1635	21	22
1478217552.659222	211793	2109	1841	14	29
1478217552.682516	212247	2344	2079	49	30
1478217552.707127	212731	2695	2325	35	26
1478217552.731100	213329	2930	2562	22	32
1478217552.754143	213891	2930	2805	23	29
1478217552.777443	214509	3281	3029	37	30
1478217552.802031	215207	3633	3270	60	43
1478217552.825068	215951	3516	3515	35	36
1478217552.848002	216708	3984	3750	45	41
1478217552.872143	217552	4336	3979	40	42
1478217552.894975	218388	4570	4196	56	58
1478217552.924205	219301	5039	4477	43	45
1478217552.954877	220514	5039	4790	40	37
1478217552.977994	221810	5039	4917	38	26
1478217553.001959	222829	5273	4972	20	12
1478217553.025243	223810	5273	4964	28	19
1478217553.051860	224784	4922	4971	19	24
1478217553.074868	225917	4922	4993	27	22
1478217553.097867	226904	5156	5023	22	14
1478217553.121790	227927	5273	5002	25	21
1478217553.144807	228898	4922	4994	22	20
1478217553.172750	229878	5039	4994	24	17
1478217553.195704	231071	4922	5003	28	20
1478217553.220041	232049	5039	5005	27	17
1478217553.243828	233115	4922	5009	18	9
1478217553.267175	234098	5039	5002	22	15
1478217553.293752	235119	5156	4996	29	15
1478217553.316686	236228	5273	5004	17	9
1478217553.339620	237210	4922	5007	21	7
1478217553.363742	238227	4922	4993	26	17
1478217553.387879	239203	4922	5005	24	19
1478217553.414567	240237	5156	5018	3	4
1478217553.437869	241378	4922	4988	24	20
1478217553.462135	242384	5273	4988	16	18
1478217553.486485	243452	5039	4997	12	14
1478217553.509899	244433	5156	5004	21	12
1478217553.539495	245422	5039	4915	28	30
1478217553.562820	246708	5391	5061	19	25
1478217553.589470	247710	4805	5031	-13	11
1478217553.612735	248827	5039	4993	-4	5
1478217553.635355	249812	4805	4975	6	17
1478217553.659339	250818	4922	4961	36	35
1478217553.682688	251789	5156	5002	9	23
1478217553.705618	252796	4805	5025	-3	-1
1478217553.729293	253801	4688	4992	-9	-3
1478217553.752636	254776	5039	4981	8	5
1478217553.775234	255763	4922	4973	20	27
1478217553.797852	256758	4805	4977	39	32
1478217553.821531	257691	5391	5030	22	14
1478217553.844183	258710	5039	5030	21	8
1478217553.867492	259709	5039	4997	27	15
1478217553.890470	260661	5039	4991	36	19
1478217553.913443	261640	5273	4991	12	22
1478217553.937166	262655	5039	4999	12	20
1478217553.960409	263624	4922	5003	11	11
1478217553.983469	264616	5039	5001	4	8
1478217554.006357	265634	4570	4990	-2	3
1478217554.028995	266571	5039	4984	12	8
1478217554.056316	267532	5039	4991	11	21
1478217554.079004	268706	5039	4996	9	17
1478217554.102804	269669	4570	4970	-8	-1
1478217554.127285	270684	4336	4813	-18	-14
1478217554.149914	271590	4453	4632	-24	-22
1478217554.180305	272419	4219	4319	2	-6
1478217554.202914	273457	3984	4113	-4	1
1478217554.226878	274217	3516	3893	7	-4
1478217554.250794	274936	3398	3666	-9	-4
1478217554.273802	275598	3047	3429	1	-4
1478217554.302120	276200	2813	3207	2	-1
1478217554.324751	276873	2813	2926	-5	-11
1478217554.348104	277369	2344	2693	-4	-12
1478217554.373071	277846	2227	2432	-11	1
1478217554.396060	278277	1875	2210	0	-4
1478217554.424138	278639	1641	1993	-17	-12
1478217554.446697	279020	1641	1708	9	-17
1478217554.469669	279279	1172	1472	-4	-8
1478217554.493688	279508	820	1239	-2	-4
1478217554.517823	279679	703	993	-22	-12
1478217554.540976	279815	352	768	-18	-12
1478217554.564618	279897	117	541	-7	-10
1478217554.586924	279927	0	303	1	1
1478217554.609511	279927	0	151	7	7
1478217554.646519	279925	0	45	21	16
1478217554.671971	279928	0	29	18	18
1478217554.704176	279929	0	13	20	20
1478217554.731441	279929	0	5	13	18
1478217554.754872	279933	0	17	5	5
1478217554.779751	279935	0	8	4	0
1478217554.802739	279934	0	-2	-10	-5
1478217554.825470	279931	-117	-9	-7	-2
1478217554.848688	279930	0	-4	-6	-2
1478217554.871372	279930	0	-2	0	-2
1478217554.894294	279930	0	-1	1	0
1478217554.921343	279929	0	-2	3	2
1478217554.944654	279929	0	-1	3	4
1478217554.967586	279929	0	-1	5	5
1478217554.990254	279929	0	0	7	7
1478217555.013324	279929	0	0	8	9
1478217555.036228	279929	0	0	9	9
1478217555.059194	279930	0	2	8	9
1478217555.082482	279930	0	1	9	9
1478217555.106136	279930	0	1	9	9
1478217555.129470	279930	0	0	8	9
1478217555.152441	279930	0	0	9	9
1478217555.175166	279930	0	0	7	9
1478217555.198097	279930	0	0	10	9
1478217555.221044	279930	0	0	8	9
1478217555.244086	279930	0	0	9	9
1478217555.267022	279929	0	-2	11	12
1478217555.290020	279929	0	-1	12	14
1478217555.311028	279929	117	3	13	13
1478217555.332984	279930	0	1	13	13
1478217555.357356	279930	0	1	15	13
1478217555.379394	279929	0	1	14	14
1478217555.402908	279930	0	0	13	14
1478217555.425934	279930	0	0	14	14
1478217555.448947	279930	0	0	14	14
1478217555.471852	279930	0	0	14	14
1478217555.495240	279930	0	0	15	14
1478217555.517845	279930	0	0	14	14
1478217555.540981	279930	0	0	15	14
1478217555.563842	279930	0	0	15	14
1478217555.586776	279930	0	0	14	14
1478217555.611082	279930	0	0	15	14
1478217555.633742	279930	0	0	13	14
1478217555.656728	279930	0	0	14	14
1478217555.679733	279930	0	0	16	8
1478217555.702708	279932	0	4	8	7
1478217555.726059	279932	0	2	3	3
1478217555.750060	279932	0	1	1	0
1478217555.773046	279932	0	0	-6	-4
1478217555.795612	279932	0	-3	-7	-4
1478217555.818691	279930	0	-4	-9	-3
1478217555.842622	279930	0	-2	3	-3
1478217555.865853	279930	0	-1	-8	-3
1478217555.889546	279930	0	0	-1	-3
1478217555.912878	279929	0	-3	1	0
1478217555.936898	279929	0	-1	3	2
1478217555.964592	279928	0	-3	8	8
1478217555.987499	279928	0	2	8	8
1478217556.010525	279929	0	1	10	9
1478217556.033489	279929	0	0	11	11
1478217556.056463	279930	0	3	10	11
1478217556.080791	279930	0	1	11	11
1478217556.103936	279930	0	1	11	11
1478217556.126491	279930	0	0	12	11
1478217556.149311	279930	0	0	6	8
1478217556.172354	279931	-117	5	4	4
1478217556.195334	279932	0	3	3	1
1478217556.218316	279931	0	2	4	1
1478217556.242582	279931	0	-1	1	-1
1478217556.265287	279931	0	0	1	-3
1478217556.288251	279931	-117	-4	-4	-2
1478217556.311543	279930	0	-2	-3	-2
1478217556.335601	279930	0	-1	-1	-2
1478217556.358271	279930	0	0	-6	-2
1478217556.379774	279930	0	0	1	-2
1478217556.402070	279930	0	0	-2	-2
1478217556.425181	279930	0	0	-8	-2
1478217556.448496	279930	0	0	2	-2
1478217556.471101	279930	0	0	1	-2
1478217556.494099	279930	0	0	-7	-2
1478217556.517415	279930	0	0	-7	-2
1478217556.540044	279930	0	0	-6	-2
1478217556.569061	279930	0	0	0	-2
1478217556.593002	279929	0	-3	2	-2
1478217556.615957	279930	0	0	-1	-2
1478217556.639306	279930	0	0	-3	-2
1478217556.662923	279930	0	0	1	-2
1478217556.686280	279930	0	0	5	-1
1478217556.709264	279929	0	-2	1	2
1478217556.731937	279929	0	-1	3	4
1478217556.756887	279929	0	-1	3	3
1478217556.779846	279930	117	-2	4	4
1478217556.802925	279930	0	1	10	6
1478217556.825809	279929	0	-1	10	8
1478217556.851105	279929	0	-1	9	10
1478217556.874740	279929	0	0	10	11
1478217556.898075	279930	0	2	8	10
1478217556.921773	279930	0	1	10	10
1478217556.944791	279930	0	0	9	10
1478217556.967762	279930	0	0	10	10
1478217556.991129	279930	0	0	10	10
1478217557.013801	279930	0	0	9	10
1478217557.036657	279930	0	0	3	8
1478217557.059976	279930	117	3	7	5
1478217557.083989	279931	0	4	3	4
1478217557.106626	279932	-117	2	6	-1
1478217557.131571	279931	0	3	-31	-31
1478217557.157918	279928	-117	-26	-1	1
1478217557.180717	279938	-117	1	-3	-1
1478217557.203639	279926	0	-13	5	3
1478217557.227488	279927	0	-4	10	7
1478217557.250486	279929	117	6	7	7
1478217557.273540	279930	0	3	6	7
1478217557.296451	279930	0	1	6	7
1478217557.319459	279930	0	1	7	7
1478217557.343562	279930	0	0	7	7
1478217557.366408	279930	0	0	8	7
1478217557.389399	279930	0	0	7	7
1478217557.412337	279930	0	0	5	7
1478217557.439694	279930	0	0	7	7
1478217557.462347	279930	0	0	7	7
1478217557.485687	279930	0	0	6	7
1478217557.508271	279930	0	0	9	7
1478217557.531313	279930	0	0	7	7
1478217557.554241	279931	0	3	2	3
1478217557.577198	279930	0	-2	6	6
1478217557.602204	279930	0	-1	5	6
1478217557.625213	279930	0	0	6	6
1478217557.648207	279930	0	0	6	6
1478217557.673260	279931	117	-1	5	5
1478217557.696543	279930	0	0	4	5
1478217557.719474	279930	0	0	4	7
1478217557.749186	279929	0	-2	7	8
1478217557.772074	279929	0	3	3	8
1478217557.795079	279930	0	1	7	8
1478217557.818046	279930	0	1	9	8
1478217557.841022	279930	0	0	7	8
1478217557.864020	279930	0	0	7	8
1478217557.886947	279930	0	0	7	8
1478217557.909973	279930	0	0	8	8
1478217557.933258	279930	0	0	10	8
1478217557.956928	279930	0	0	8	8
1478217557.980313	279930	0	0	8	8
1478217558.002910	279930	0	0	9	8
1478217558.025885	279930	0	0	8	8
1478217558.048880	279931	0	2	5	4
1478217558.071828	279931	0	1	2	6
1478217558.095979	279930	0	-2	4	5
1478217558.119177	279930	0	-1	5	5
1478217558.142136	279930	0	0	6	5
1478217558.164779	279930	0	-4	7	7
1478217558.188137	279929	0	-2	2	6
1478217558.211777	279929	0	-1	11	10
1478217558.235136	279929	0	-1	11	11
1478217558.257693	279930	0	2	10	10
1478217558.280729	279930	0	1	9	10
1478217558.308963	279930	0	0	10	10
1478217558.332193	279930	0	0	9	11
1478217558.357630	279930	0	0	11	11
1478217558.380640	279930	0	0	10	11
1478217558.404060	279930	0	0	11	11
1478217558.426578	279930	0	0	10	11
1478217558.449548	279930	0	0	12	11
1478217558.473596	279930	0	0	12	11
1478217558.496560	279930	0	0	11	11
1478217558.519839	279930	0	0	10	11
1478217558.542489	279930	0	0	12	11
1478217558.565857	279930	0	0	9	11
1478217558.591496	279930	0	0	12	11
1478217558.614938	279930	0	0	11	11
1478217558.636179	279930	0	0	11	11
1478217558.659404	279930	0	0	12	11
1478217558.682421	279930	0	0	12	11
1478217558.705417	279930	0	0	11	11
1478217558.728745	279930	0	0	11	11
1478217558.752316	279930	0	0	12	11
1478217558.775330	279930	0	0	11	11
1478217558.798354	279930	0	0	11	11
1478217558.821319	279930	0	0	11	11
1478217558.844677	279930	0	0	12	11
1478217558.867274	279930	0	0	10	11
1478217558.890236	279930	0	0	13	11
1478217558.917241	279930	0	0	11	11
1478217558.942200	279930	0	0	13	11
1478217558.965600	279930	0	0	10	11
1478217558.999538	279930	0	0	10	11
1478217559.022176	279930	0	0	11	11
1478217559.046479	279930	0	0	12	11
1478217559.070122	279930	0	0	11	11
1478217559.094203	279930	0	0	12	11
1478217559.117154	279930	0	0	11	11
1478217559.140387	279930	0	0	11	11
1478217559.163070	279930	0	0	11	11
1478217559.187356	279930	0	0	11	11
1478217559.210285	279930	0	0	12	11
1478217559.232945	279930	0	0	13	11
1478217559.258300	279930	0	0	11	11
1478217559.280961	279930	0	0	4	10
1478217559.304948	279931	0	2	6	6
1478217559.327924	279930	0	-2	9	9
1478217559.350914	279930	0	-1	9	9
1478217559.373901	279930	0	0	9	9
1478217559.396858	279930	0	0	9	9
1478217559.420865	279930	0	0	9	9
1478217559.443882	279930	0	0	7	9
1478217559.467848	279930	0	0	8	9
1478217559.490853	279930	0	0	10	9
1478217559.514258	279930	0	0	10	9
1478217559.539718	279930	0	0	10	9
1478217559.562751	279930	0	0	9	9
1478217559.585709	279930	0	0	10	9
1478217559.608792	279930	0	0	10	9
1478217559.631986	279930	0	0	10	9
