1478218387.808645	-0.122000	0.633000	-0.064000	-0.047963	0.004947	0.007882	-7.778000	0.365000	174.590000	
1478218387.824120	-0.120000	0.429000	0.379000	0.043904	0.001903	0.036156	-7.773000	0.376000	174.621000	
1478218387.844639	-0.173000	0.132000	0.134000	0.100958	-0.003798	0.026448	-7.676000	0.376000	174.656000	
1478218387.865083	-0.180000	0.375000	-0.052000	0.088793	0.024303	0.045089	-7.567000	0.396000	174.691000	
1478218387.885691	-0.148000	-0.162000	0.171000	0.056784	0.033110	0.059943	-7.488000	0.439000	174.752000	
1478218387.906479	-0.015000	-0.587000	0.231000	0.024033	0.027970	0.011053	-7.447000	0.477000	174.784000	
1478218387.926921	0.117000	-0.033000	0.162000	-0.008474	0.024170	-0.020358	-7.441000	0.505000	174.763000	
1478218387.947469	-0.206000	0.446000	-0.220000	-0.044834	0.041399	0.031240	-7.480000	0.544000	174.769000	
1478218387.968800	-0.198000	-0.442000	0.168000	-0.045946	0.063560	0.010665	-7.533000	0.612000	174.791000	
1478218387.984205	0.221000	-0.199000	0.572000	-0.053884	0.035025	-0.057006	-7.592000	0.660000	174.743000	
1478218388.004553	0.257000	1.007000	0.044000	-0.030241	0.019534	-0.024944	-7.642000	0.678000	174.689000	
1478218388.024953	-0.112000	0.667000	-0.045000	0.011110	0.036460	0.039588	-7.648000	0.716000	174.707000	
1478218388.045334	-0.192000	-0.323000	0.285000	0.048152	0.037902	0.005418	-7.607000	0.764000	174.728000	
1478218388.065900	0.056000	-0.251000	0.398000	0.016730	0.013654	-0.047820	-7.568000	0.786000	174.688000	
1478218388.086282	0.051000	0.550000	-0.009000	-0.020673	0.006758	-0.031859	-7.580000	0.787000	174.636000	
1478218388.106663	-0.239000	0.079000	-0.081000	-0.033958	0.017749	0.004512	-7.616000	0.801000	174.630000	
1478218388.127148	-0.181000	-0.646000	0.247000	-0.036632	0.021289	-0.048905	-7.656000	0.820000	174.598000	
1478218388.147619	0.219000	-0.063000	0.444000	-0.058867	-0.002859	-0.080195	-7.716000	0.818000	174.512000	
1478218388.168041	0.168000	0.745000	0.288000	-0.040513	-0.023043	-0.032693	-7.779000	0.789000	174.454000	
1478218388.183371	-0.193000	0.366000	0.110000	0.039109	-0.020399	0.008303	-7.770000	0.762000	174.451000	
1478218388.203753	-0.311000	-0.405000	0.099000	0.044783	-0.016119	-0.000142	-7.712000	0.742000	174.461000	
1478218388.224219	0.028000	-0.306000	0.194000	-0.003516	-0.018074	-0.030475	-7.698000	0.721000	174.440000	
1478218388.244617	0.129000	0.401000	0.287000	0.007224	-0.033878	-0.013906	-7.700000	0.686000	174.416000	
1478218388.265018	-0.223000	0.284000	-0.055000	0.043799	-0.036658	0.029261	-7.665000	0.644000	174.438000	
1478218388.285495	-0.263000	-0.575000	-0.085000	0.027709	-0.015001	0.003890	-7.621000	0.620000	174.464000	
1478218388.306009	-0.003000	-0.348000	0.304000	-0.037447	-0.019379	-0.042316	-7.635000	0.597000	174.432000	
1478218388.326569	0.026000	0.699000	0.231000	-0.043243	-0.036754	-0.013606	-7.692000	0.556000	174.404000	
1478218388.346975	-0.112000	0.664000	0.120000	0.049453	-0.029074	0.027118	-7.680000	0.520000	174.424000	
1478218388.367550	-0.151000	-0.094000	0.189000	0.089720	-0.019244	0.011581	-7.585000	0.495000	174.452000	
1478218388.387991	-0.006000	0.064000	0.148000	0.054286	-0.021426	0.001014	-7.504000	0.473000	174.454000	
1478218388.403316	-0.015000	0.121000	-0.018000	0.025814	-0.018130	0.024783	-7.468000	0.452000	174.477000	
1478218388.423866	-0.119000	-0.312000	0.021000	0.029064	-0.009867	0.010281	-7.435000	0.440000	174.499000	
1478218388.444260	-0.065000	-0.466000	0.083000	-0.008457	-0.004088	-0.034826	-7.425000	0.429000	174.478000	
1478218388.465204	0.027000	0.404000	0.119000	-0.042651	-0.001183	-0.035720	-7.465000	0.419000	174.430000	
1478218388.485657	-0.050000	0.621000	0.242000	-0.002991	0.002395	0.018557	-7.495000	0.421000	174.431000	
1478218388.506058	-0.099000	-0.172000	0.266000	0.038386	-0.005306	0.014140	-7.464000	0.421000	174.452000	
1478218388.526463	-0.097000	-0.449000	-0.097000	-0.000437	0.004293	-0.026743	-7.441000	0.416000	174.438000	
1478218388.546885	-0.149000	0.253000	-0.096000	-0.060648	0.021049	-0.024800	-7.489000	0.428000	174.397000	
1478218388.567308	-0.081000	0.381000	0.249000	-0.034804	0.015145	0.006573	-7.549000	0.449000	174.392000	
1478218388.587791	-0.104000	0.035000	0.208000	0.015171	0.009530	-0.004456	-7.551000	0.461000	174.392000	
1478218388.603127	-0.073000	0.086000	0.074000	0.010063	0.017480	-0.013898	-7.531000	0.473000	174.372000	
1478218388.623529	-0.083000	0.173000	0.121000	-0.026022	0.020246	0.010017	-7.549000	0.495000	174.370000	
1478218388.643991	-0.077000	0.022000	0.221000	-0.009229	0.020183	0.011580	-7.574000	0.520000	174.381000	
1478218388.664377	0.041000	-0.198000	0.202000	0.005364	0.014863	-0.013380	-7.569000	0.538000	174.373000	
1478218388.684806	0.006000	0.071000	0.066000	-0.029642	0.011724	-0.014671	-7.587000	0.548000	174.351000	
1478218388.705282	-0.060000	0.415000	0.118000	-0.025328	0.016060	0.006475	-7.626000	0.564000	174.345000	
1478218388.725674	-0.041000	0.207000	0.443000	0.029925	0.003450	0.016289	-7.617000	0.578000	174.359000	
1478218388.746121	0.026000	-0.106000	0.205000	0.038900	-0.010013	0.002949	-7.573000	0.572000	174.371000	
1478218388.766468	-0.142000	0.049000	-0.100000	0.002480	0.001694	0.002405	-7.553000	0.568000	174.370000	
1478218388.786942	-0.124000	0.008000	0.169000	-0.010954	0.003818	0.011926	-7.565000	0.573000	174.381000	
